CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
210012326,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1200 BLOCK WHITE ST,ANN ARBOR,2021-04-24 01:26:00,DAMAGE TO PROPERTY,-83.73906749999998,42.26629500000007
210012367,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,500 BLOCK N MAIN ST,ANN ARBOR,2021-04-22 14:35:00,ASSAULT - SIMPLE,-83.74792649999995,42.28589990100005
210012475,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,800 BLOCK ARCH ST,ANN ARBOR,2021-04-25 07:45:00,BURGLARY - RESIDENTIAL,-83.73848639999994,42.269601100000045
211000207,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2900 BLOCK BRAEBURN CIR,ANN ARBOR,2021-04-16 20:30:30,DAMAGE TO PROPERTY,-83.70957289999996,42.236085900000035
210012582,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1300 BLOCK GRANGER AVE,ANN ARBOR,2021-04-16 11:50:00,FRAUD,-83.73213709899994,42.26415159900006
210012579,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2200 BLOCK RIVENOAK CT,ANN ARBOR,2021-04-15 00:00:00,FRAUD,-83.76447949999994,42.30479169900008
210012525,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,300 BLOCK W HURON ST,ANN ARBOR,2021-04-24 12:00:00,OBSTRUCTING JUSTICE,-83.75165609899994,42.281772500000045
210012212,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,100 BLOCK E WASHINGTON ST,ANN ARBOR,2021-04-22 18:30:00,LARCENY - FROM AUTO (LFA),-83.74968909899997,42.280339000000026
210012446,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,CHURCH ST & WILLARD ST,ANN ARBOR,2021-04-25 02:27:00,ASSAULT - SIMPLE,-83.73457679999996,42.27377390000004
210012399,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3500 BLOCK S STATE ST,ANN ARBOR,2021-04-24 19:15:00,ASSAULT - SIMPLE,-83.73659839899994,42.238971701000025
210012604,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,100 BLOCK GRANDVIEW DR,ANN ARBOR,2021-04-26 14:48:00,FRAUD,-83.76973149999998,42.28235550100004
210012406,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,PAULINE BLVD & NORMAN PL,ANN ARBOR,2021-04-24 21:15:00,OBSTRUCTING JUSTICE,-83.76944049899998,42.26806000000005
210012518,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK W HURON ST.,ANN ARBOR,2021-04-25 12:00:00,ASSAULT - SIMPLE,-83.75166069999995,42.28180800000007
210012518,ALL OTHER,5013,CONDITIONAL RELEASE VIOLATION,B,300 BLOCK W HURON ST.,ANN ARBOR,2021-04-25 12:00:00,OBSTRUCTING JUSTICE,-83.75166069999995,42.28180800000007
210012338,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,500 BLOCK W SUMMIT ST,ANN ARBOR,2021-04-24 03:38:00,ASSAULT - SIMPLE,-83.75346539999998,42.28879050000006
210012338,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK W SUMMIT ST,ANN ARBOR,2021-04-24 03:38:00,LARCENY - ALL OTHER,-83.75346539999998,42.28879050000006
211000219,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1100 BLOCK NIELSEN CT,ANN ARBOR,2021-04-23 16:07:00,LARCENY - ALL OTHER,-83.73517389999995,42.28932979900003
210012598,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK N MAIN ST,ANN ARBOR,2021-04-25 23:30:00,LARCENY - ALL OTHER,-83.74817549999995,42.282538499000054
210011835,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E HURON ST & N FOURTH AVE,ANN ARBOR,2021-04-20 01:22:30,ASSAULT - SIMPLE,-83.74726099999998,42.28137430000004
210011918,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK BEAKES ST,ANN ARBOR,2021-04-20 18:44:00,LARCENY - FROM AUTO (LFA),-83.74475240099997,42.28624449900008
210012678,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,2500 BLOCK S STATE ST,ANN ARBOR,2021-04-27 09:10:00,PUBLIC PEACE,-83.73767729999997,42.24939350000005
211000221,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,700 BLOCK MILLER AVE,ANN ARBOR,2021-04-24 02:00:00,LARCENY - FROM AUTO (LFA),-83.75612049999995,42.28494660000007
210012568,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2400 BLOCK SANDALWOOD CIRCLE,ANN ARBOR,2021-04-25 23:49:00,FRAUD,-83.70922170099999,42.307804900000065
210011910,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,3200 BLOCK WASHTENAW AVE,ANN ARBOR,2021-04-20 17:33:00,LARCENY - RETAIL FRAUD,-83.69689599999998,42.25826990000007
210012725,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1900 BLOCK PAULINE BLVD,ANN ARBOR,2021-04-27 15:35:00,FRAUD,-83.77256749999998,42.268292099000064
210012098,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2900 BLOCK BIRCH HOLLOW DR,ANN ARBOR,2021-04-22 04:00:00,ASSAULT - SIMPLE,-83.72275619999994,42.23809810000006
210012344,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,900 BLOCK S MAPLE RD,ANN ARBOR TWP,2021-04-24 04:15:00,LARCENY - ALL OTHER,-83.78036429899998,42.270403300000055
210012344,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,900 BLOCK S MAPLE RD,ANN ARBOR TWP,2021-04-24 04:15:00,MOTOR VEHICLE THEFT / FRAUD,-83.78036429899998,42.270403300000055
210012759,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,500 BLOCK LANDINGS BLVD,ANN ARBOR,2021-04-22 12:00:00,FRAUD,-83.79563899999994,42.28947900000003
211000206,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK S FOREST AVE,ANN ARBOR,2021-04-17 06:00:00,LARCENY - ALL OTHER,-83.73335549999996,42.27532270100005
210012390,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2400 BLOCK E STADIUM BLVD,ANN ARBOR,2021-04-23 10:00:00,ASSAULT - SIMPLE,-83.71223369999996,42.258553601000074
210012758,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-04-27 20:00:00,LARCENY - RETAIL FRAUD,-83.74553799999995,42.241696999000055
210012227,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-04-23 12:47:30,LARCENY - FROM AUTO (LFA),-83.74757489899997,42.24036790100007
210012869,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,W ANN ST & N ASHLEY ST,ANN ARBOR,2021-04-28 13:32:00,OBSTRUCTING JUSTICE,-83.74970979899996,42.28239690000004
210012453,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,300 BLOCK S FIFTH AVE,ANN ARBOR,2021-04-24 22:54:00,DAMAGE TO PROPERTY,-83.74556149999995,42.27890569900006
210012927,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,1900 BLOCK JACKSON AVE,ANN ARBOR,2021-04-28 21:34:00,BURGLARY - ALL OTHER,-83.77223570099994,42.27978230000008
210012879,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2700 BLOCK HIKONE RD,ANN ARBOR,2021-04-28 14:34:00,ASSAULT - SIMPLE,-83.71184109999996,42.24390660000006
210012873,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK E HURON ST,ANN ARBOR,2021-04-28 14:04:00,LARCENY - ALL OTHER,-83.74257389999997,42.28150420000003
210011807,ALL OTHER,3605,INDECENT EXPOSURE,B,400 BLOCK E WASHINGTON ST,ANN ARBOR,2021-04-19 16:59:00,SEX OFFENSES - OTHER,-83.74290589999998,42.280601800000056
210012808,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK S FIFTH AVE,ANN ARBOR,2021-04-28 00:30:00,LARCENY - FROM AUTO (LFA),-83.74589339999994,42.278156600000045
211000226,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1000 BLOCK OAKLAND AVE,ANN ARBOR,2021-04-27 05:00:00,BURGLARY - RESIDENTIAL,-83.73765659999998,42.270514700000035
210012974,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3300 BLOCK TACOMA CIRCLE,ANN ARBOR,2021-04-29 08:53:00,FRAUD,-83.72474929999998,42.23792080100003
211000228,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,600 BLOCK HIDDEN VALLEY CLUB DR,ANN ARBOR,2021-04-28 05:45:00,LARCENY - FROM AUTO (LFA),-83.74293449999999,42.24636959900005
210013034,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,2000 BLOCK DELAWARE DR,ANN ARBOR,2021-04-29 16:49:00,FRAUD,-83.76856510099998,42.25535510000003
210012046,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,3000 BLOCK VALENCIA CIR,ANN ARBOR,2021-04-21 22:34:00,ASSAULT - AGGRAVATED,-83.71938629899995,42.235505800000055
210013066,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,800 BLOCK S MAPLE RD,ANN ARBOR,2021-04-29 20:30:00,DAMAGE TO PROPERTY,-83.78085789999994,42.27172260000003
210012169,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1300 BLOCK BRIARWOOD CIR,ANN ARBOR,2021-04-23 00:30:00,ASSAULT - SIMPLE,-83.74917129999994,42.23800719900004
210013016,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,100 BLOCK E WILLIAM ST,ANN ARBOR,2021-04-29 14:49:00,LARCENY - FROM AUTO (LFA),-83.74767819899995,42.27842179900006
